"Year","Age","Sex","Characteristics","Salmonella infections [A01-A02]","Shigellosis and amoebiasis [A03, A06]","Tuberculosis [A16-A19]","Whooping cough [A37]","Scarlet fever and erysipelas [A38, A46]","Meningococcal infection [A39]","Sepsis [A40-A41]","Syphilis [A50-A53]","Acute poliomyelitis [A80]","Arthropod-borne viral encephalitis [A83-A84, A85.2]","Measles [B05]","Viral hepatitis [B15-B19]","Human immunodeficiency virus [HIV] disease [B20-B24]","Malaria [B50-B54]","Malignant neoplasms [C00-C97]","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]","Anaemias [D50-D64]","Diabetes mellitus [E10-E14]","Nutritional deficiencies [E40-E64]","Meningitis [G00, G03]","Parkinson's disease [G20-G21]","Alzheimer's disease [G30]","Diseases of heart [I00-I09, I11, I13, I20-I51]","Essential hypertension and hypertensive renal disease [I10, I12, I15]","Cerebrovascular diseases [I60-I69]","Atherosclerosis [I70]","Aortic aneurysm and dissection [I71]","Influenza and pneumonia [J09-J18]","Acute bronchitis and bronchiolitis [J20-J21]","Chronic lower respiratory diseases [J40-J47]","Pneumoconioses and chemical effects [J60-J66, J68]","Pneumonitis due to solids and liquids [J69]","Peptic ulcer [K25-K28]","Diseases of appendix [K35-K38]","Hernia [K40-K46]","Chronic liver disease and cirrhosis [K70, K73-K74]","Cholelithiasis and other disorders of gallbladder [K80-K82]","Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]","Infections of kidney [N10-N12, N13.6, N15.1]","Hyperplasia of prostate [N40]","Inflammatory diseases of female pelvic organs [N70-N76]","Pregnancy, childbirth and the puerperium [O00-O99]","Certain conditions originating in the perinatal period [P00-P96]","Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]","Accidents (unintentional injuries) [V01-X59, Y85-Y86]","Intentional self-harm (suicide) [X60-X84, Y87.0]","Assault (homicide) [X85-Y09, Y87.1]","Legal intervention [Y35, Y89.0]","Operations of war and their sequelae [Y36, Y89.1]","Complications of medical and surgical care [Y40-Y84, Y88]","Other causes of death"
2000,"15 to 19 years","Females","Number of deaths",0,0,0,0,0,4,1,0,0,0,0,0,0,0,39,5,0,1,0,1,0,0,12,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,7,152,52,11,0,0,1,44
2000,"15 to 19 years","Females","Percentage of deaths",0,0,0,0,0,1.2,0.3,0,0,0,0,0,0,0,11.6,1.5,0,0.3,0,0.3,0,0,3.6,0,0.6,0,0,0.3,0,0.6,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,2.1,45.1,15.4,3.3,0,0,0.3,13.1
2000,"15 to 19 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.4,0.1,0,0,0,0,0,0,0,3.9,0.5,0,0.1,0,0.1,0,0,1.2,0,0.2,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.7,15.1,5.2,1.1,0,0,0.1,4.4
2000,"15 to 19 years","Females","Rank of leading causes of death",18,18,18,18,18,8,11,18,18,18,18,18,18,18,3,7,18,11,18,11,18,18,4,18,9,18,18,11,18,9,18,18,18,18,18,18,18,11,18,0,18,11,18,6,1,2,5,18,18,11,0
2000,"20 to 24 years","Both sexes","Number of deaths",0,0,0,0,0,1,3,0,0,0,0,1,3,0,113,8,1,5,0,1,0,0,36,1,10,0,6,7,0,13,0,2,1,0,1,2,0,1,2,0,0,2,0,31,516,317,50,1,0,1,182
2000,"20 to 24 years","Both sexes","Percentage of deaths",0,0,0,0,0,0.1,0.2,0,0,0,0,0.1,0.2,0,8.6,0.6,0.1,0.4,0,0.1,0,0,2.7,0.1,0.8,0,0.5,0.5,0,1,0,0.2,0.1,0,0.1,0.2,0,0.1,0.2,0,0,0.2,0,2.4,39.2,24.1,3.8,0.1,0,0.1,13.8
2000,"20 to 24 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,5.4,0.4,0,0.2,0,0,0,0,1.7,0,0.5,0,0.3,0.3,0,0.6,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0,1.5,24.7,15.2,2.4,0,0,0,8.7
2000,"20 to 24 years","Both sexes","Rank of leading causes of death",29,29,29,29,29,19,13,29,29,29,29,19,13,29,3,9,19,12,29,19,29,29,5,19,8,29,11,10,29,7,29,15,19,29,19,15,29,19,15,29,29,15,29,6,1,2,4,19,29,19,0
2000,"20 to 24 years","Males","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,1,0,76,4,0,2,0,0,0,0,21,0,5,0,5,1,0,7,0,2,0,0,1,0,0,1,1,0,0,0,0,13,398,257,39,1,0,1,121
2000,"20 to 24 years","Males","Percentage of deaths",0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,7.9,0.4,0,0.2,0,0,0,0,2.2,0,0.5,0,0.5,0.1,0,0.7,0,0.2,0,0,0.1,0,0,0.1,0.1,0,0,0,0,1.4,41.5,26.8,4.1,0.1,0,0.1,12.6
2000,"20 to 24 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,7.1,0.4,0,0.2,0,0,0,0,2,0,0.5,0,0.5,0.1,0,0.7,0,0.2,0,0,0.1,0,0,0.1,0.1,0,0,0,0,1.2,37.3,24.1,3.7,0.1,0,0.1,11.4
2000,"20 to 24 years","Males","Rank of leading causes of death",21,21,21,21,21,21,13,21,21,21,21,21,13,21,3,10,21,11,21,21,21,21,5,21,8,21,8,13,21,7,21,11,21,21,13,21,21,13,13,21,0,0,21,6,1,2,4,13,21,13,0
2000,"20 to 24 years","Females","Number of deaths",0,0,0,0,0,1,2,0,0,0,0,1,2,0,37,4,1,3,0,1,0,0,15,1,5,0,1,6,0,6,0,0,1,0,0,2,0,0,1,0,0,2,0,18,118,60,11,0,0,0,61
2000,"20 to 24 years","Females","Percentage of deaths",0,0,0,0,0,0.3,0.6,0,0,0,0,0.3,0.6,0,10.3,1.1,0.3,0.8,0,0.3,0,0,4.2,0.3,1.4,0,0.3,1.7,0,1.7,0,0,0.3,0,0,0.6,0,0,0.3,0,0,0.6,0,5,32.8,16.7,3.1,0,0,0,16.9
2000,"20 to 24 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.2,0,0,0,0,0.1,0.2,0,3.6,0.4,0.1,0.3,0,0.1,0,0,1.5,0.1,0.5,0,0.1,0.6,0,0.6,0,0,0.1,0,0,0.2,0,0,0.1,0,0,0.2,0,1.8,11.6,5.9,1.1,0,0,0,6
2000,"20 to 24 years","Females","Rank of leading causes of death",24,24,24,24,24,16,12,24,24,24,24,16,12,24,3,10,16,11,24,16,24,24,5,16,9,24,16,7,24,7,24,24,16,24,24,12,24,24,16,0,24,12,24,4,1,2,6,24,24,24,0
2000,"25 to 34 years","Both sexes","Number of deaths",0,0,4,0,0,1,10,0,0,0,1,3,78,0,408,15,7,39,2,4,0,0,142,3,34,0,11,18,0,12,1,4,2,1,0,11,1,12,0,0,0,7,0,42,847,603,100,3,0,9,430
2000,"25 to 34 years","Both sexes","Percentage of deaths",0,0,0.1,0,0,0,0.3,0,0,0,0,0.1,2.7,0,14.2,0.5,0.2,1.4,0.1,0.1,0,0,5,0.1,1.2,0,0.4,0.6,0,0.4,0,0.1,0.1,0,0,0.4,0,0.4,0,0,0,0.2,0,1.5,29.6,21,3.5,0.1,0,0.3,15
2000,"25 to 34 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.2,0,0,0,0,0.1,1.8,0,9.3,0.3,0.2,0.9,0,0.1,0,0,3.2,0.1,0.8,0,0.3,0.4,0,0.3,0,0.1,0,0,0,0.3,0,0.3,0,0,0,0.2,0,1,19.3,13.7,2.3,0.1,0,0.2,9.8
2000,"25 to 34 years","Both sexes","Rank of leading causes of death",33,33,20,33,33,28,16,33,33,33,28,23,6,33,3,11,18,8,26,20,33,33,4,23,9,33,14,10,33,12,28,20,26,28,33,14,28,12,33,33,33,18,33,7,1,2,5,23,33,17,0
2000,"25 to 34 years","Males","Number of deaths",0,0,2,0,0,0,5,0,0,0,1,1,58,0,186,6,7,27,0,2,0,0,98,3,18,0,4,12,0,2,0,3,2,1,0,9,0,4,0,0,0,0,0,23,667,484,81,3,0,5,266
2000,"25 to 34 years","Males","Percentage of deaths",0,0,0.1,0,0,0,0.3,0,0,0,0.1,0.1,2.9,0,9.4,0.3,0.4,1.4,0,0.1,0,0,4.9,0.2,0.9,0,0.2,0.6,0,0.1,0,0.2,0.1,0.1,0,0.5,0,0.2,0,0,0,0,0,1.2,33.7,24.4,4.1,0.2,0,0.3,13.4
2000,"25 to 34 years","Males","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.2,0,0,0,0,0,2.6,0,8.4,0.3,0.3,1.2,0,0.1,0,0,4.4,0.1,0.8,0,0.2,0.5,0,0.1,0,0.1,0.1,0,0,0.4,0,0.2,0,0,0,0,0,1,30,21.8,3.6,0.1,0,0.2,12
2000,"25 to 34 years","Males","Rank of leading causes of death",28,28,21,28,28,28,14,28,28,28,25,25,6,28,3,13,12,7,28,21,28,28,4,18,9,28,16,10,28,21,28,18,21,25,28,11,28,16,28,28,0,0,28,8,1,2,5,18,28,14,0
2000,"25 to 34 years","Females","Number of deaths",0,0,2,0,0,1,5,0,0,0,0,2,20,0,222,9,0,12,2,2,0,0,44,0,16,0,7,6,0,10,1,1,0,0,0,2,1,8,0,0,0,7,0,19,180,119,19,0,0,4,164
2000,"25 to 34 years","Females","Percentage of deaths",0,0,0.2,0,0,0.1,0.6,0,0,0,0,0.2,2.3,0,25.1,1,0,1.4,0.2,0.2,0,0,5,0,1.8,0,0.8,0.7,0,1.1,0.1,0.1,0,0,0,0.2,0.1,0.9,0,0,0,0.8,0,2.1,20.3,13.4,2.1,0,0,0.5,18.5
2000,"25 to 34 years","Females","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.2,0,0,0,0,0.1,0.9,0,10.2,0.4,0,0.6,0.1,0.1,0,0,2,0,0.7,0,0.3,0.3,0,0.5,0,0,0,0,0,0.1,0,0.4,0,0,0,0.3,0,0.9,8.3,5.5,0.9,0,0,0.2,7.5
2000,"25 to 34 years","Females","Rank of leading causes of death",27,27,18,27,27,23,16,27,27,27,27,18,5,27,1,11,27,9,18,18,27,27,4,27,8,27,13,15,27,10,23,23,27,27,27,18,23,12,27,0,27,13,27,6,2,3,6,27,27,17,0
2000,"25 to 29 years","Both sexes","Number of deaths",0,0,2,0,0,1,3,0,0,0,0,0,20,0,142,4,4,13,1,0,0,0,53,0,16,0,3,7,0,6,0,3,1,1,0,1,1,3,0,0,0,2,0,18,390,279,52,1,0,4,189
2000,"25 to 29 years","Both sexes","Percentage of deaths",0,0,0.2,0,0,0.1,0.2,0,0,0,0,0,1.6,0,11.6,0.3,0.3,1.1,0.1,0,0,0,4.3,0,1.3,0,0.2,0.6,0,0.5,0,0.2,0.1,0.1,0,0.1,0.1,0.2,0,0,0,0.2,0,1.5,32,22.9,4.3,0.1,0,0.3,15.5
2000,"25 to 29 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.9,0,6.7,0.2,0.2,0.6,0,0,0,0,2.5,0,0.8,0,0.1,0.3,0,0.3,0,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0,0.9,18.5,13.2,2.5,0,0,0.2,8.9
2000,"25 to 29 years","Both sexes","Rank of leading causes of death",28,28,19,28,28,21,15,28,28,28,28,28,6,28,3,12,12,9,21,28,28,28,4,28,8,28,15,10,28,11,28,15,21,21,28,21,21,15,28,28,28,19,28,7,1,2,5,21,28,12,0
2000,"25 to 29 years","Males","Number of deaths",0,0,1,0,0,0,3,0,0,0,0,0,11,0,72,1,4,8,0,0,0,0,39,0,7,0,2,4,0,1,0,2,1,1,0,1,0,2,0,0,0,0,0,8,313,218,43,1,0,3,114
2000,"25 to 29 years","Males","Percentage of deaths",0,0,0.1,0,0,0,0.3,0,0,0,0,0,1.3,0,8.4,0.1,0.5,0.9,0,0,0,0,4.5,0,0.8,0,0.2,0.5,0,0.1,0,0.2,0.1,0.1,0,0.1,0,0.2,0,0,0,0,0,0.9,36.4,25.3,5,0.1,0,0.3,13.3
2000,"25 to 29 years","Males","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.3,0,0,0,0,0,1,0,6.7,0.1,0.4,0.7,0,0,0,0,3.6,0,0.7,0,0.2,0.4,0,0.1,0,0.2,0.1,0.1,0,0.1,0,0.2,0,0,0,0,0,0.7,29.3,20.4,4,0.1,0,0.3,10.7
2000,"25 to 29 years","Males","Rank of leading causes of death",24,24,17,24,24,24,12,24,24,24,24,24,6,24,3,17,10,7,24,24,24,24,5,24,9,24,14,10,24,17,24,14,17,17,24,17,24,14,24,24,0,0,24,7,1,2,4,17,24,12,0
2000,"25 to 29 years","Females","Number of deaths",0,0,1,0,0,1,0,0,0,0,0,0,9,0,70,3,0,5,1,0,0,0,14,0,9,0,1,3,0,5,0,1,0,0,0,0,1,1,0,0,0,2,0,10,77,61,9,0,0,1,75
2000,"25 to 29 years","Females","Percentage of deaths",0,0,0.3,0,0,0.3,0,0,0,0,0,0,2.5,0,19.4,0.8,0,1.4,0.3,0,0,0,3.9,0,2.5,0,0.3,0.8,0,1.4,0,0.3,0,0,0,0,0.3,0.3,0,0,0,0.6,0,2.8,21.4,16.9,2.5,0,0,0.3,20.8
2000,"25 to 29 years","Females","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0.1,0,0,0,0,0,0,0.9,0,6.7,0.3,0,0.5,0.1,0,0,0,1.3,0,0.9,0,0.1,0.3,0,0.5,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0.2,0,1,7.4,5.8,0.9,0,0,0.1,7.2
2000,"25 to 29 years","Females","Rank of leading causes of death",22,22,14,22,22,14,22,22,22,22,22,22,6,22,2,11,22,9,14,22,22,22,4,22,6,22,14,11,22,9,22,14,22,22,22,22,14,14,22,0,22,13,22,5,1,3,6,22,22,14,0
2000,"30 to 34 years","Both sexes","Number of deaths",0,0,2,0,0,0,7,0,0,0,1,3,58,0,266,11,3,26,1,4,0,0,89,3,18,0,8,11,0,6,1,1,1,0,0,10,0,9,0,0,0,5,0,24,457,324,48,2,0,5,241
2000,"30 to 34 years","Both sexes","Percentage of deaths",0,0,0.1,0,0,0,0.4,0,0,0,0.1,0.2,3.5,0,16.2,0.7,0.2,1.6,0.1,0.2,0,0,5.4,0.2,1.1,0,0.5,0.7,0,0.4,0.1,0.1,0.1,0,0,0.6,0,0.5,0,0,0,0.3,0,1.5,27.8,19.7,2.9,0.1,0,0.3,14.7
2000,"30 to 34 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.3,0,0,0,0,0.1,2.5,0,11.6,0.5,0.1,1.1,0,0.2,0,0,3.9,0.1,0.8,0,0.3,0.5,0,0.3,0,0,0,0,0,0.4,0,0.4,0,0,0,0.2,0,1,20,14.2,2.1,0.1,0,0.2,10.5
2000,"30 to 34 years","Both sexes","Rank of leading causes of death",30,30,23,30,30,30,15,30,30,30,25,20,5,30,3,10,20,7,25,19,30,30,4,20,9,30,14,10,30,16,25,25,25,30,30,12,30,13,30,30,30,17,30,8,1,2,6,23,30,17,0
2000,"30 to 34 years","Males","Number of deaths",0,0,1,0,0,0,2,0,0,0,1,1,47,0,114,5,3,19,0,2,0,0,59,3,11,0,2,8,0,1,0,1,1,0,0,8,0,2,0,0,0,0,0,15,354,266,38,2,0,2,152
2000,"30 to 34 years","Males","Percentage of deaths",0,0,0.1,0,0,0,0.2,0,0,0,0.1,0.1,4.2,0,10.2,0.4,0.3,1.7,0,0.2,0,0,5.3,0.3,1,0,0.2,0.7,0,0.1,0,0.1,0.1,0,0,0.7,0,0.2,0,0,0,0,0,1.3,31.6,23.8,3.4,0.2,0,0.2,13.6
2000,"30 to 34 years","Males","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.2,0,0,0,0.1,0.1,4.1,0,9.9,0.4,0.3,1.6,0,0.2,0,0,5.1,0.3,1,0,0.2,0.7,0,0.1,0,0.1,0.1,0,0,0.7,0,0.2,0,0,0,0,0,1.3,30.7,23.1,3.3,0.2,0,0.2,13.2
2000,"30 to 34 years","Males","Rank of leading causes of death",27,27,21,27,27,27,15,27,27,27,21,21,5,27,3,12,13,7,27,15,27,27,4,13,9,27,15,10,27,21,27,21,21,27,27,10,27,15,27,27,0,0,27,8,1,2,6,15,27,15,0
2000,"30 to 34 years","Females","Number of deaths",0,0,1,0,0,0,5,0,0,0,0,2,11,0,152,6,0,7,1,2,0,0,30,0,7,0,6,3,0,5,1,0,0,0,0,2,0,7,0,0,0,5,0,9,103,58,10,0,0,3,89
2000,"30 to 34 years","Females","Percentage of deaths",0,0,0.2,0,0,0,1,0,0,0,0,0.4,2.1,0,29,1.1,0,1.3,0.2,0.4,0,0,5.7,0,1.3,0,1.1,0.6,0,1,0.2,0,0,0,0,0.4,0,1.3,0,0,0,1,0,1.7,19.6,11,1.9,0,0,0.6,17
2000,"30 to 34 years","Females","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.4,0,0,0,0,0.2,1,0,13.4,0.5,0,0.6,0.1,0.2,0,0,2.7,0,0.6,0,0.5,0.3,0,0.4,0.1,0,0,0,0,0.2,0,0.6,0,0,0,0.4,0,0.8,9.1,5.1,0.9,0,0,0.3,7.9
2000,"30 to 34 years","Females","Rank of leading causes of death",24,24,21,24,24,24,13,24,24,24,24,18,5,24,1,11,24,8,21,18,24,24,4,24,8,24,11,16,24,13,21,24,24,24,24,18,24,8,24,0,24,13,24,7,2,3,6,24,24,16,0
2000,"35 to 44 years","Both sexes","Number of deaths",0,0,4,0,0,2,27,0,0,0,0,18,222,0,1801,36,7,131,3,2,0,0,735,4,148,2,18,49,4,30,1,11,11,2,3,150,2,31,3,0,2,1,0,62,1017,923,121,4,0,10,972
2000,"35 to 44 years","Both sexes","Percentage of deaths",0,0,0.1,0,0,0,0.4,0,0,0,0,0.3,3.4,0,27.4,0.5,0.1,2,0,0,0,0,11.2,0.1,2.3,0,0.3,0.7,0.1,0.5,0,0.2,0.2,0,0,2.3,0,0.5,0,0,0,0,0,0.9,15.5,14.1,1.8,0.1,0,0.2,14.8
2000,"35 to 44 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.5,0,0,0,0,0.3,4.2,0,33.9,0.7,0.1,2.5,0.1,0,0,0,13.8,0.1,2.8,0,0.3,0.9,0.1,0.6,0,0.2,0.2,0,0.1,2.8,0,0.6,0.1,0,0,0,0,1.2,19.2,17.4,2.3,0.1,0,0.2,18.3
2000,"35 to 44 years","Both sexes","Rank of leading causes of death",37,37,22,37,37,29,15,37,37,37,37,16,5,37,1,12,21,8,26,29,37,37,4,22,7,29,16,11,22,14,35,18,18,29,26,6,29,13,26,37,29,35,37,10,2,3,9,22,37,20,0
2000,"35 to 44 years","Males","Number of deaths",0,0,2,0,0,1,15,0,0,0,0,18,184,0,736,15,1,89,0,1,0,0,560,2,78,2,17,27,1,13,0,9,8,0,2,101,0,15,0,0,0,0,0,31,780,731,86,4,0,5,638
2000,"35 to 44 years","Males","Percentage of deaths",0,0,0,0,0,0,0.4,0,0,0,0,0.4,4.4,0,17.6,0.4,0,2.1,0,0,0,0,13.4,0,1.9,0,0.4,0.6,0,0.3,0,0.2,0.2,0,0,2.4,0,0.4,0,0,0,0,0,0.7,18.7,17.5,2.1,0.1,0,0.1,15.3
2000,"35 to 44 years","Males","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.6,0,0,0,0,0.7,6.9,0,27.6,0.6,0,3.3,0,0,0,0,21,0.1,2.9,0.1,0.6,1,0,0.5,0,0.3,0.3,0,0.1,3.8,0,0.6,0,0,0,0,0,1.2,29.3,27.4,3.2,0.2,0,0.2,23.9
2000,"35 to 44 years","Males","Rank of leading causes of death",30,30,22,30,30,26,14,30,30,30,30,12,5,30,2,14,26,7,30,26,30,30,4,22,9,22,13,11,26,17,30,18,19,30,22,6,30,14,30,30,0,0,30,10,1,3,8,21,30,20,0
2000,"35 to 44 years","Females","Number of deaths",0,0,2,0,0,1,12,0,0,0,0,0,38,0,1065,21,6,42,3,1,0,0,175,2,70,0,1,22,3,17,1,2,3,2,1,49,2,16,3,0,2,1,0,31,237,192,35,0,0,5,334
2000,"35 to 44 years","Females","Percentage of deaths",0,0,0.1,0,0,0,0.5,0,0,0,0,0,1.6,0,44.4,0.9,0.3,1.8,0.1,0,0,0,7.3,0.1,2.9,0,0,0.9,0.1,0.7,0,0.1,0.1,0.1,0,2,0.1,0.7,0.1,0,0.1,0,0,1.3,9.9,8,1.5,0,0,0.2,13.9
2000,"35 to 44 years","Females","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.5,0,0,0,0,0,1.4,0,40.3,0.8,0.2,1.6,0.1,0,0,0,6.6,0.1,2.6,0,0,0.8,0.1,0.6,0,0.1,0.1,0.1,0,1.9,0.1,0.6,0.1,0,0.1,0,0,1.2,9,7.3,1.3,0,0,0.2,12.6
2000,"35 to 44 years","Females","Rank of leading causes of death",34,34,22,34,34,28,15,34,34,34,34,34,8,34,1,12,16,7,18,28,34,34,4,22,5,34,28,11,18,13,28,22,18,22,28,6,22,14,18,0,22,28,34,10,2,3,9,34,34,17,0
2000,"35 to 39 years","Both sexes","Number of deaths",0,0,2,0,0,1,11,0,0,0,0,4,109,0,606,8,5,46,1,1,0,0,242,1,54,0,6,18,1,14,0,5,3,0,0,49,1,15,2,0,0,1,0,29,504,431,63,2,0,5,441
2000,"35 to 39 years","Both sexes","Percentage of deaths",0,0,0.1,0,0,0,0.4,0,0,0,0,0.1,4.1,0,22.6,0.3,0.2,1.7,0,0,0,0,9,0,2,0,0.2,0.7,0,0.5,0,0.2,0.1,0,0,1.8,0,0.6,0.1,0,0,0,0,1.1,18.8,16.1,2.3,0.1,0,0.2,16.4
2000,"35 to 39 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.4,0,0,0,0,0.1,4,0,22.5,0.3,0.2,1.7,0,0,0,0,9,0,2,0,0.2,0.7,0,0.5,0,0.2,0.1,0,0,1.8,0,0.6,0.1,0,0,0,0,1.1,18.7,16,2.3,0.1,0,0.2,16.4
2000,"35 to 39 years","Both sexes","Rank of leading causes of death",32,32,22,32,32,25,14,32,32,32,32,20,5,32,1,15,17,9,25,25,32,32,4,25,7,32,16,11,25,13,32,17,21,32,32,8,25,12,22,32,32,25,32,10,2,3,6,22,32,17,0
2000,"35 to 39 years","Males","Number of deaths",0,0,2,0,0,1,6,0,0,0,0,4,84,0,229,6,1,32,0,1,0,0,182,0,31,0,6,11,0,9,0,5,1,0,0,28,0,6,0,0,0,0,0,14,395,344,45,2,0,3,292
2000,"35 to 39 years","Males","Percentage of deaths",0,0,0.1,0,0,0.1,0.3,0,0,0,0,0.2,4.8,0,13.2,0.3,0.1,1.8,0,0.1,0,0,10.5,0,1.8,0,0.3,0.6,0,0.5,0,0.3,0.1,0,0,1.6,0,0.3,0,0,0,0,0,0.8,22.7,19.8,2.6,0.1,0,0.2,16.8
2000,"35 to 39 years","Males","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0.1,0.4,0,0,0,0,0.3,6.2,0,16.9,0.4,0.1,2.4,0,0.1,0,0,13.4,0,2.3,0,0.4,0.8,0,0.7,0,0.4,0.1,0,0,2.1,0,0.4,0,0,0,0,0,1,29.1,25.3,3.3,0.1,0,0.2,21.5
2000,"35 to 39 years","Males","Rank of leading causes of death",26,26,20,26,26,22,13,26,26,26,26,18,5,26,3,13,22,7,26,22,26,26,4,26,8,26,13,11,26,12,26,17,22,26,26,9,26,13,26,26,0,0,26,10,1,2,6,20,26,19,0
2000,"35 to 39 years","Females","Number of deaths",0,0,0,0,0,0,5,0,0,0,0,0,25,0,377,2,4,14,1,0,0,0,60,1,23,0,0,7,1,5,0,0,2,0,0,21,1,9,2,0,0,1,0,15,109,87,18,0,0,2,149
2000,"35 to 39 years","Females","Percentage of deaths",0,0,0,0,0,0,0.5,0,0,0,0,0,2.7,0,40.1,0.2,0.4,1.5,0.1,0,0,0,6.4,0.1,2.4,0,0,0.7,0.1,0.5,0,0,0.2,0,0,2.2,0.1,1,0.2,0,0,0.1,0,1.6,11.6,9.2,1.9,0,0,0.2,15.8
2000,"35 to 39 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.4,0,0,0,0,0,1.9,0,28.2,0.1,0.3,1,0.1,0,0,0,4.5,0.1,1.7,0,0,0.5,0.1,0.4,0,0,0.1,0,0,1.6,0.1,0.7,0.1,0,0,0.1,0,1.1,8.2,6.5,1.3,0,0,0.1,11.1
2000,"35 to 39 years","Females","Rank of leading causes of death",25,25,25,25,25,25,13,25,25,25,25,25,5,25,1,16,15,10,20,25,25,25,4,20,6,25,25,12,20,13,25,25,16,25,25,7,20,11,16,0,25,20,25,9,2,3,8,25,25,16,0
2000,"40 to 44 years","Both sexes","Number of deaths",0,0,2,0,0,1,16,0,0,0,0,14,113,0,1195,28,2,85,2,1,0,0,493,3,94,2,12,31,3,16,1,6,8,2,3,101,1,16,1,0,2,0,0,33,513,492,58,2,0,5,531
2000,"40 to 44 years","Both sexes","Percentage of deaths",0,0,0.1,0,0,0,0.4,0,0,0,0,0.4,2.9,0,30.7,0.7,0.1,2.2,0.1,0,0,0,12.7,0.1,2.4,0.1,0.3,0.8,0.1,0.4,0,0.2,0.2,0.1,0.1,2.6,0,0.4,0,0,0.1,0,0,0.8,13.2,12.7,1.5,0.1,0,0.1,13.7
2000,"40 to 44 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.6,0,0,0,0,0.5,4.3,0,45.8,1.1,0.1,3.3,0.1,0,0,0,18.9,0.1,3.6,0.1,0.5,1.2,0.1,0.6,0,0.2,0.3,0.1,0.1,3.9,0,0.6,0,0,0.1,0,0,1.3,19.6,18.8,2.2,0.1,0,0.2,20.3
2000,"40 to 44 years","Both sexes","Rank of leading causes of death",36,36,24,36,36,31,13,36,36,36,36,16,5,36,1,12,24,8,24,31,36,36,3,21,7,24,17,11,21,13,31,19,18,24,21,6,31,13,31,36,24,36,36,10,2,4,9,24,36,20,0
2000,"40 to 44 years","Males","Number of deaths",0,0,0,0,0,0,9,0,0,0,0,14,100,0,507,9,0,57,0,0,0,0,378,2,47,2,11,16,1,4,0,4,7,0,2,73,0,9,0,0,0,0,0,17,385,387,41,2,0,2,346
2000,"40 to 44 years","Males","Percentage of deaths",0,0,0,0,0,0,0.4,0,0,0,0,0.6,4.1,0,20.8,0.4,0,2.3,0,0,0,0,15.5,0.1,1.9,0.1,0.5,0.7,0,0.2,0,0.2,0.3,0,0.1,3,0,0.4,0,0,0,0,0,0.7,15.8,15.9,1.7,0.1,0,0.1,14.2
2000,"40 to 44 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.7,0,0,0,0,1.1,7.7,0,38.8,0.7,0,4.4,0,0,0,0,28.9,0.2,3.6,0.2,0.8,1.2,0.1,0.3,0,0.3,0.5,0,0.2,5.6,0,0.7,0,0,0,0,0,1.3,29.5,29.6,3.1,0.2,0,0.2,26.5
2000,"40 to 44 years","Males","Rank of leading causes of death",26,26,26,26,26,26,14,26,26,26,26,12,5,26,1,14,26,7,26,26,26,26,4,20,8,20,13,11,25,18,26,18,17,26,20,6,26,14,26,26,0,0,26,10,3,2,9,20,26,20,0
